GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,VU302-205TR-02-858,858,GAS TOP LINE G-SPORT,PIA\VESPA SPRINT '19 (L-25),TOP OUT SPRING,M-SP/TO.STUD 57xM10/BO.SB.35xM8 LEFT/PRE-5/REB-15/COM-L-15/FREE PISTON 10MM./TOP OUT SPRING,6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,MX302-210TR-10-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\MX 135 '06-14/LC 135 '06-14,,M-HH/TO.10x25/BO.10x25/PRE-5/REB-15 /HOSE  -/225/0/0/380/BB  (4G),6124,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,MX302-210TR-10-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\MX 135 '06-14/LC 135 '06-14,46-350-110,M-HH/TO.10x25/BO.10x25/PRE-5/REB-15 /HOSE  -/225/0/0/380/BB  (4G),6124,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,MX302-210TR-11-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\MX KING 150 '15>/EXCITER 150 '15>,,M-HH/TO.10x25/BO.10x25/PRE-5/REB-15 /HOSE  -/270/0/225/380/BB (4G),6124,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,MX302-210TR-11-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\MX KING 150 '15>/EXCITER 150 '15>,46-260-120,M-HH/TO.10x25/BO.10x25/PRE-5/REB-15 /HOSE  -/270/0/225/380/BB (4G),6124,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,OG302-300TRJ-25-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\BEAT 110 '14-16,,M-SP/TO.10x20/BO.FORK .20xM8 LEFT/PRE-6/REB-15/G=0(4G),6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,OG302-300TRJ-25-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\BEAT 110 '14-16,46-30-50-160,M-SP/TO.10x20/BO.FORK .20xM8 LEFT/PRE-6/REB-15/G=0(4G),6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,OG302-330TRL-16-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\VARIO 125 ESP '18>/VARIO 150 ESP '18>,,M-SP/TO.10x20 EYE+10/BO.FORK 20xM8 LEFT/PRE-4/REB-15/G=0 (4G),6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,OG302-330TRL-16-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\VARIO 125 ESP '18>/VARIO 150 ESP '18>,NEW PREMIUM/46-45-60-185,M-SP/TO.10x20 EYE+10/BO.FORK 20xM8 LEFT/PRE-4/REB-15/G=0 (4G),6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,RG302-340TRJ-27-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),WAVE 110i/125i '13>,,T-SP/TO.10x20 /BO.10x20 EYE+10/PRE-10/REB-20 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,RG302-340TRJ-27-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),WAVE 110i/125i '13>,ECR001276 ปรับTBUE/SHAFT/SPRING 46-14-25-210/O-EYE (+10),T-SP/TO.10x20 /BO.10x20 EYE+10/PRE-10/REB-20 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-10-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/ G -LEFT-190 /G-RIGHT 170/ SP.ID.50/(RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-10-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/ G -LEFT-190 /G-RIGHT 170/ SP.ID.50/(RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-09-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\PCX 150 '18>,,T-SP/TO.10x20+WASHER 1 PCS. ใสด้านนอกตรงกับ STICKER YSS/BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0/SP.ID.42/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-09-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\PCX 150 '18>,RETAINER 42(-10)42-16-31-220/NEW STICKER HAEVY/ECR001269 CHANGE SETTING 08-02-19,T-SP/TO.10x20+WASHER 1 PCS. ใสด้านนอกตรงกับ STICKER YSS/BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0/SP.ID.42/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-02-858,858,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT HEAVY DUTY ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-02-859,859,GAS TOP LINE G-SPORT HEAVY DUTY (90-120 KGS.),HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,OG302-330TRJ-05-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\CLICK 125i '12>/CLICK 150i 18>,NEW PREMIUM,M-SP/TO.10x20 EYE+10/BO.FORK 20xM8 LEFT/PRE-4/REB-15/G=0 (4G)/RESERVOIR 46+G-EYE-RED,6123,FG-SHOCK,PCS.
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,RG302-335TRL-16-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\MONKEY 125 '18 (60-90 kg.),46-14-210,T-SP/TO.10x20/BO.10x20/PRE-6/REB-15/ปรับเกลียวขึ้น 5MM./SP.ID.46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,RG302-335TRL-20-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\MONKEY 125 '18 (90-110 kg.),NEW SPRING 46-16-210,T-SP/TO.10x20/BO.10x20/PRE-6/REB-15/ปรับเกลียวขึ้น 5MM./SP.ID.46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,RG302-340TRJ-55-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\WAVE 110 i '13> / WAVE 125 i '13>,BOM R2 ECR001284 ปรับTBUE/SHAFT/SPRING 46-14-25-210/O-EYE (+10),T-SP/TO.10x20/BO.10x20 EYE+10/PRE-10/REB-20 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-305TR-02-885D,885,GAS TOP LINE G-SPORT RED SERIES,YAM\AEROX 155 '17>,LASER  YSS. ตรง RESERVOIR/ECR001269 CHANGE SETTING,T-SP/TO.8x16/BO.FORK 20xM8/PRE-4/REB-20/GAS 5 BAR/SP.ID.46/RESERVOIR 46+G-EYE -RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TR-21-885D,885,GAS TOP LINE G-SPORT RED SERIES L.40,YAM\X MAX 300 '17>,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G-LEFT-190/G-RIGHT-170/SP.ID.50/(RESERVOIR 46 RED)/G-EYE-RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TR-23-885D,885,GAS TOP LINE G-SPORT RED SERIES,ALL NEW YAM\N MAX 155 '20,,T-SP/TO.10x16/BO.FORK 20xM8/PRE-10/REB-15/RESERVOIR 46+G-EYE-BLACK,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TR-24-885D,885,GAS TOP LINE G-SPORT RED SERIES HEAVY DUTY L.40,YAM\X MAX 300 '17>,RD-193/20 ecr001913 change setting bom ok/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G-LEFT-190/G-RIGHT-170/SP.ID.50/(RESERVOIR 46 RED)/G-EYE-RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-325TR-01-885D,885,GAS TOP LINE G-SPORT RED SERIES L.25,YAM\X MAX 300 '17>,,,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-885D,885,GAS TOP LINE G-SPORT RED SERIES,YAM\N MAX 155 '15-19,ECR001269 CHANGE SETTING /ECR001284 BOM R2 ปรับ SPRING+RETAINER 50 (-10) 50-14-25-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/G-RIGHT-180/GAS 5 BAR/SP.ID.50/RESERVOIR 46 LASER+G-EYE -RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-09-885D,885,GAS TOP LINE G-SPORT RED SERIES HEAVY DUTY,YAM\N MAX 155 '15-19,RETAINER 50(-10)/50-17-35-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/GAS 5 BAR/SP.ID.50/RESERVOIR 46 LASER+G-EYE -RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-885D,885,GAS TOP LINE G-SPORT RED SERIES,YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-19/G-RIGHT 170/SP.ID.50/RESERVOIR 46+G-EYE -RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-10-885D,885,GAS TOP LINE G-SPORT RED SERIES HEAVY DUTY,YAM/X MAX 250'17> (90-120 Kg),ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/ G -LEFT-190 /G-RIGHT 170/ SP.ID.50/(RESERVOIR 46)+G-EYE-RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-12-885D,885,GAS TOP LINE G-SPORT RED SERIES,YAM\X-MAX 300 '17>,NEW MY WEIGHT MY CHOICE/ECR002034 TOP OUT SPRING,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/ SP.ID.50/TOP OUT SPRING,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-07-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\PCX 150 '18>,ECR001269 CHANGE SETTING/ECR001284 BOM R2 ปรับ SPRING+LOW(-10) 42-12-17-220,T-SP/TO.10x20 +WASHER 1 PCS.ใสด้านนอกตรงกับSTICKER YSS./BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0/SP.ID.42/RESERVOIR 46+G-EYE -RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-09-885D,885,GAS TOP LINE G-SPORT RED SERIES HEAVY DUTY,HO\PCX 150 '18>,RETAINER 42(-10)42-16-31-220,T-SP/TO.10x20+WASHER 1 PCS. ใสด้านนอกตรงกับ STICKER YSS/BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0/SP.ID.42/RESERVOIR 46+G-EYE-RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-375TRJ-02-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\SH 150 I '13-16,รอลูกค้าส่ง ORDER กับมาก่อน K.น้องแคท 230719,,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-390TR-08-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\ ADV 150 '19,SP.TOP OUT,T-SP/TO.10x21/BO.FORK 20x22xM8/PRE-10/REB-20/SP.TOP OUT,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-395TRJ-02-885D,885,GAS TOP LINE G-SPORT RED SERIES L.35,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)RESERVOIR 36-FREEPISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-395TRJ-05-885D,885,GAS TOP LINE G-SPORT RED SERIES L.35,HEAVY DUTY (90-120 KGS.) HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-5/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-01-885D,885,GAS TOP LINE G-SPORT RED SERIES,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON/PRELOAD+RETAINER RED,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,RED SERIES ,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-02-885D,885,GAS TOP LINE G-SPORT RED SERIES HEAVY DUTY,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON/G-EYE-RED,6123,FG-SHOCK,PAIR
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-310T-11-3QP,8Q,GAS DTG-EVO,YAM\MIO 115'03-10/FINO 115 '07-15/HO\BEAT 110 '14-16,ขายหมดยกเลิก ECR001609  Cancle Spring Turquoise Color,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-310T-11-86P,86,GAS DTG-EVO,YAM\MIO 115 '03-10/FINO 115'07-15/HO\BEAT 110'14-16,,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-32P,32,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-34P,34,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-35P,35,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-38P,38,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-84P,84,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-85P,85,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-88P,88,GAS DTG-EVO,YAM\TTX 115 '12-13,46-14-29-230,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-04-8QP,8Q,GAS DTG-EVO,YAM\TTX 115 '12-13,ขายหมดยกเลิก ECR001609  Cancle Spring Turquoise Color,TO.8x16/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-05-82P,82,GAS DTG-EVO,HO\VARIO 125 FI 12-14/VARIO 125 ESP '15>/VARIO 150 ESP '18>,ECR001416 CHANGE SP.46-25-45-235-BOM-R2,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-05-86P,86,GAS DTG-EVO,HO\VARIO 125 FI 12-14/VARIO 125 ESP '15>/VARIO 150 ESP '18>,ECR001416 CHANGE SP.46-25-45-235-BOM-R2,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-15-85P,85,GAS DTG-EVO HEAVY DUTY (90-120 KGS.),HO\ZOOMER-X 110 '12-15,42-30-50-230,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.42,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,OB222-330T-16-85P,85,GAS DTG-EVO HEAVY DUTY (90-120 KGS.),HO\VARIO 125 FI '12-14/VARIO 125 ESP '15>/VARIO 150 ESP '18>,46-45-60-235,TO.10x20/BO.FORK 20x23xM8/PRE-6/GAS-5 BAR/DAM-85/SP.ID.46,6122,FG-SHOCK,PCS.
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,RB220-280T-31-32P,32,GAS DTG-EVO,280,MASS,TO.10x20/BO.10x20/PRE-10/GAS-5 BAR/DAM-55,6122,FG-SHOCK,PAIR
4. DTG & Hi-Performance,SHOCK ABSORBER,GAS,DTG,DTG-EVO,DTG-EVO,6 months,"10,000 km.",Inserted Card,2 years,X,Inserted Card,RB220-280T-31-34P,34,GAS DTG-EVO,280,MASS,TO.10x20/BO.10x20/PRE-10/GAS-5 BAR/DAM-55,6122,FG-SHOCK,PAIR
